Fate,Sex,Boat.dibs,Age,Title,Class,Deck,Side,Fare,Fare.pp,Embarked,Family,RanN
Perished,male,No,36,Mr,Second,D,UNK,12.875,4.29166666666667,C,2,8.11740681529045
Perished,female,Yes,24,Miss,Third,UNK,UNK,8.85,2.95,S,2,1.87523478642106
Perished,male,No,24,Mr,Third,UNK,UNK,7.8958,2.63193333333333,S,2,7.27027771994472
Perished,male,No,30,Mr,First,UNK,UNK,27.7208,9.24026666666667,C,2,3.63952485378832
Perished,male,No,23.5,Mr,Third,UNK,UNK,7.2292,2.40973333333333,C,2,0.643171623814851
Perished,female,Yes,2,Miss,First,C,port,151.55,25.2583333333333,S,5,8.26245348667726
Survived,male,No,30,Mr,First,C,port,30.5,10.1666666666667,S,2,3.39503336930647
Survived,female,Yes,50,Mrs,First,B,port,247.5208,61.8802,C,3,3.6422879062593
Survived,female,Yes,21,Miss,Third,UNK,UNK,7.75,2.58333333333333,Q,2,8.50563713116571
Survived,male,No,30,Mr,Third,UNK,UNK,23.25,4.65,Q,4,6.24342849478126
Perished,male,No,19,Mr,Third,UNK,UNK,8.05,2.68333333333333,S,2,5.14530522981659
Survived,female,Yes,21,Miss,Second,E,starboard,12.35,4.11666666666667,Q,2,8.60683361301199
Perished,male,No,30,Mr,Third,UNK,UNK,8.05,2.68333333333333,S,2,6.14604559494182
Survived,male,Yes,0.92,Master,First,C,port,151.55,25.2583333333333,S,5,6.31776973837987
Survived,female,Yes,21,Miss,First,UNK,UNK,110.8833,36.9611,C,2,5.46148570952937
Survived,female,Yes,17,Mrs,First,C,starboard,108.9,27.225,C,3,7.27994468761608
Perished,male,No,30,Mr,Second,UNK,UNK,24,6,C,3,5.92584638856351
Survived,female,Yes,30,Miss,First,E,port,56.9292,18.9764,C,2,3.14865195425227
Survived,female,Yes,24,Miss,First,C,port,83.1583,27.7194333333333,C,2,7.16523919953033
Survived,female,Yes,18,Miss,First,B,port,262.375,37.4821428571429,C,6,0.982983859721571
Perished,female,Yes,26,Mrs,Second,UNK,UNK,26,5.2,S,4,3.42979419743642
Perished,male,No,28,Mr,Third,UNK,UNK,7.8958,2.63193333333333,S,2,4.37949720071629
Perished,male,No,43,Mr,Second,UNK,UNK,26.25,5.25,S,4,5.00744791235775
Survived,female,Yes,26,Miss,Third,UNK,UNK,7.8542,2.61806666666667,S,2,2.13297473266721
Survived,female,Yes,24,Mrs,Second,UNK,UNK,26,6.5,S,3,6.22433435870335
Perished,male,No,54,Noble,Second,UNK,UNK,14,4.66666666666667,S,2,7.31264032889158
Survived,female,Yes,31,Miss,First,C,starboard,164.8667,32.97334,S,4,2.67781231086701
Survived,female,Yes,40,Mrs,First,E,port,134.5,26.9,C,4,7.57872377056628
Perished,male,No,22,Mr,Third,UNK,UNK,7.25,2.41666666666667,S,2,9.51420607743785
Perished,male,No,27,Mr,Third,UNK,UNK,7.8958,2.63193333333333,S,2,4.30326584726572
Survived,female,Yes,30,Miss,Second,UNK,UNK,12.35,4.11666666666667,Q,2,1.77289513172582
Survived,female,Yes,22,Mrs,Second,UNK,UNK,29,5.8,S,4,5.53948571672663
Perished,male,No,30,Mr,Third,UNK,UNK,69.55,6.32272727272727,S,10,7.39140553632751
Survived,female,Yes,36,Miss,First,C,port,135.6333,45.2111,C,2,2.76794551638886
Perished,male,No,61,Mr,Third,UNK,UNK,6.2375,2.07916666666667,S,2,1.36634361697361
Survived,female,Yes,36,Mrs,Second,D,UNK,13,4.33333333333333,S,2,1.18126130662858
Survived,female,Yes,31,Mrs,Third,UNK,UNK,20.525,4.105,S,4,3.22581975953653
Survived,female,Yes,16,Miss,First,B,port,57.9792,14.4948,C,3,4.17213952168822
Survived,female,Yes,21,Miss,Third,UNK,UNK,23.25,4.65,Q,4,9.95496402028948
Perished,male,No,45.5,Mr,First,C,port,28.5,9.5,S,2,1.03618018561974
Perished,male,No,38,Mr,First,C,starboard,153.4625,38.365625,S,3,7.90480422321707
Perished,male,No,16,Mr,Third,UNK,UNK,18,3.6,S,4,4.65068140299991
Survived,female,Yes,35,Mrs,First,UNK,UNK,133.65,33.4125,S,3,3.01397178554907
Perished,male,No,30,Mr,Third,UNK,UNK,7.8958,2.63193333333333,S,2,3.59660578658804
Perished,male,No,29,Mr,First,C,port,66.6,16.65,S,3,6.60953184822574
Survived,female,Yes,41,Miss,First,E,port,134.5,44.8333333333333,C,2,1.3579900469631
Survived,male,No,45,Mr,Third,UNK,UNK,8.05,2.68333333333333,S,2,1.6525229322724
Perished,male,No,45,Mr,First,T,UNK,35.5,11.8333333333333,S,2,0.609630586113781
Survived,male,Yes,2,Master,Second,F,port,26,5.2,S,4,8.85385273722932
Survived,female,Yes,24,Miss,First,C,starboard,263,32.875,S,7,7.00940540758893
Perished,male,No,28,Mr,Second,UNK,UNK,13,4.33333333333333,S,2,4.81630621943623
Perished,male,No,25,Mr,Second,UNK,UNK,13,4.33333333333333,S,2,9.17554898653179
Perished,male,No,36,Mr,Second,UNK,UNK,13,4.33333333333333,S,2,1.06505847768858
Survived,female,Yes,24,Miss,Second,F,starboard,13,4.33333333333333,S,2,0.286351519171149
Survived,female,Yes,40,Miss,Second,UNK,UNK,13,4.33333333333333,S,2,6.50897756451741
Survived,female,Yes,35,Mrs,Third,UNK,UNK,16.1,4.025,S,3,3.5304856300354
Survived,male,Yes,3,Master,Third,UNK,UNK,15.9,3.18,S,4,2.40689857164398
Perished,male,No,42,Mr,Third,UNK,UNK,8.6625,2.8875,S,2,5.85639633936808
Perished,male,No,23,Mr,Third,UNK,UNK,9.225,3.075,S,2,2.24465673323721
Perished,male,No,30,Mr,First,C,port,35,11.6666666666667,S,2,4.22204845584929
Perished,male,No,15,Mr,Third,UNK,UNK,7.2292,1.44584,C,4,9.8860847717151
Perished,male,No,25,Mr,Third,UNK,UNK,17.8,4.45,S,3,3.16358835669234
Perished,male,No,30,Mr,Third,UNK,UNK,7.225,2.40833333333333,C,2,7.1502745966427
Perished,male,No,28,Mr,Third,UNK,UNK,9.5,3.16666666666667,S,2,3.25296180788428
Survived,female,Yes,22,Miss,First,E,starboard,55,13.75,S,3,8.5238925809972
Perished,female,Yes,38,Miss,Second,UNK,UNK,13,4.33333333333333,S,2,7.56376219680533
Survived,female,Yes,21,Miss,Third,UNK,UNK,7.8792,2.6264,Q,2,3.47659373423085
Survived,female,Yes,21,Miss,Third,UNK,UNK,7.8792,2.6264,Q,2,7.20785139128566
Perished,male,No,40,Mr,Third,UNK,UNK,27.9,3.4875,S,7,3.06083115749061
Perished,male,No,29,Mr,Second,UNK,UNK,27.7208,6.9302,C,3,5.96780523657799
Perished,female,Yes,45,Mrs,Third,UNK,UNK,14.4542,3.61355,C,3,8.17658994812518
Perished,male,No,35,Mr,Third,UNK,UNK,7.05,2.35,S,2,9.40548400394619
Perished,male,No,30,Mr,Third,UNK,UNK,15.5,3.875,Q,3,5.3650406957604
Perished,male,No,30,Mr,Third,UNK,UNK,7.25,2.41666666666667,S,2,0.387376032304019
Survived,female,Yes,60,Mrs,First,D,starboard,75.25,18.8125,C,3,2.99954577116296
Survived,female,Yes,35,Mrs,Third,UNK,UNK,7.2292,2.40973333333333,C,2,9.63373257080093
Survived,female,Yes,21,Miss,Third,UNK,UNK,7.75,2.58333333333333,Q,2,1.11778041115031
Survived,female,Yes,24,Miss,First,B,starboard,69.3,23.1,C,2,0.181045546196401
Survived,male,No,25,Mr,First,E,port,55.4417,13.860425,C,3,2.26904725190252
Perished,male,No,18,Mr,Third,UNK,UNK,6.4958,1.62395,S,3,7.76858199387789
Perished,male,No,19,Mr,Third,UNK,UNK,8.05,2.68333333333333,S,2,9.73561888793483
Perished,male,No,22,Mr,First,UNK,UNK,135.6333,45.2111,C,2,0.590274706482887
Perished,female,Yes,3,Miss,Third,UNK,UNK,21.075,3.01071428571429,S,6,2.65700123505667
Survived,female,Yes,35,Mrs,First,UNK,UNK,82.1708,20.5427,C,3,3.195211046841
Survived,female,Yes,22,Miss,Third,UNK,UNK,7.25,2.41666666666667,S,2,3.45289199613035
Perished,male,No,27,Mr,First,C,port,211.5,42.3,C,4,7.08591318456456
Perished,male,No,20,Mr,Third,UNK,UNK,4.0125,1.3375,C,2,0.855605562683195
Perished,male,No,19,Mr,Third,UNK,UNK,7.775,2.59166666666667,S,2,1.92389666801319
Survived,female,Yes,42,Miss,First,UNK,UNK,227.525,75.8416666666667,C,2,1.52798514347523
Survived,female,Yes,1,Miss,Third,UNK,UNK,15.7417,3.14834,C,4,2.13904021540657
Perished,male,No,32,Mr,Third,UNK,UNK,7.925,2.64166666666667,S,2,5.12733334442601
Survived,female,Yes,35,Mrs,First,UNK,UNK,52,13,S,3,5.13949346262962
Perished,male,No,30,Mr,Third,UNK,UNK,7.8958,2.63193333333333,S,2,9.40430092159659
Perished,male,No,18,Mr,Second,UNK,UNK,73.5,24.5,S,2,0.0949027831666172
Perished,male,Yes,1,Master,Third,UNK,UNK,46.9,4.69,S,9,3.48834312986583
Survived,female,Yes,36,Miss,Second,UNK,UNK,13,4.33333333333333,S,2,2.36193413147703
Perished,male,No,30,Mr,Third,UNK,UNK,7.7292,2.5764,Q,2,3.97202621446922
Survived,female,Yes,17,Miss,Second,UNK,UNK,12,4,C,2,4.96260875603184
Survived,male,No,36,Mr,First,B,port,120,20,S,5,3.30578548135236
Survived,male,No,21,Mr,Third,UNK,UNK,7.7958,2.5986,S,2,2.68997395411134
Perished,male,No,28,Mr,Third,UNK,UNK,7.925,1.585,S,4,4.37381028430536
Survived,female,Yes,23,Miss,First,D,port,113.275,28.31875,C,3,2.76009425288066
Survived,female,Yes,24,Mrs,Third,G,port,16.7,3.34,S,4,7.74949954589829
Perished,male,No,22,Mr,Third,UNK,UNK,7.7958,2.5986,S,2,1.92596121923998
Perished,female,Yes,31,Miss,Third,UNK,UNK,7.8542,2.61806666666667,S,2,9.33845607331023
Perished,male,No,46,Mr,Second,UNK,UNK,26,8.66666666666667,S,2,4.79061654768884
Perished,male,No,23,Noble,Second,UNK,UNK,10.5,3.5,S,2,1.88985376618803
Survived,female,Yes,28,Mrs,Second,UNK,UNK,12.65,4.21666666666667,S,2,0.0772773381322622
Survived,male,No,39,Mr,Third,UNK,UNK,7.925,2.64166666666667,S,2,9.85730972141027
Perished,male,No,26,Mr,Third,UNK,UNK,8.05,2.68333333333333,S,2,9.71904761390761
Perished,female,Yes,21,Miss,Third,UNK,UNK,9.825,2.45625,S,3,4.98917068121955
Perished,male,No,28,Mr,Third,UNK,UNK,15.85,3.9625,S,3,3.43884352361783
Perished,female,Yes,20,Miss,Third,UNK,UNK,8.6625,2.8875,S,2,6.34813903598115
Perished,male,No,34,Mr,Second,UNK,UNK,21,5.25,S,3,1.79909455822781
Perished,male,No,51,Mr,Third,UNK,UNK,7.75,2.58333333333333,S,2,3.14928228734061
Survived,male,Yes,3,Master,Second,UNK,UNK,18.75,3.75,S,4,2.59335619164631
Perished,male,No,21,Mr,Third,UNK,UNK,7.775,2.59166666666667,S,2,0.930801837239414
Perished,female,Yes,21,Miss,Third,UNK,UNK,25.4667,3.6381,S,6,4.12407385418192
Perished,male,No,30,Mr,Third,UNK,UNK,7.8958,2.63193333333333,S,2,7.72981492336839
Perished,male,No,30,Mr,Third,UNK,UNK,6.8583,2.2861,Q,2,1.91941046155989
Survived,female,Yes,33,Miss,First,C,port,90,22.5,Q,3,5.50327159464359
Perished,male,No,30,Mr,Second,UNK,UNK,15.0229,5.00763333333333,S,2,7.63256414560601
Survived,male,No,44,Mr,Third,UNK,UNK,7.925,2.64166666666667,S,2,0.922898859716952
Perished,female,Yes,35,Mrs,Third,UNK,UNK,8.05,2.68333333333333,S,2,3.17582532064989
Survived,female,Yes,34,Mrs,Second,UNK,UNK,32.5,6.5,S,4,8.48549480782822
Survived,female,Yes,18,Miss,Second,UNK,UNK,13,2.6,S,4,2.68295671790838
Perished,male,No,30,Mr,Second,UNK,UNK,13,4.33333333333333,S,2,2.05604989314452
Perished,female,Yes,10,Miss,Third,UNK,UNK,24.15,4.83,S,4,4.78041756898165
Perished,male,No,30,Mr,Third,UNK,UNK,7.8958,2.63193333333333,C,2,5.73824020801112
Perished,male,No,21,Mr,Third,UNK,UNK,7.7333,2.57776666666667,Q,2,8.75702016986907
Perished,male,No,29,Mr,Third,UNK,UNK,7.875,2.625,S,2,4.09571047639474
Perished,female,Yes,28,Mrs,Third,UNK,UNK,14.4,2.88,S,4,2.69343609455973
Perished,male,No,18,Mr,Third,UNK,UNK,20.2125,4.0425,S,4,6.50914138182998
Perished,male,No,30,Mr,Third,UNK,UNK,7.25,2.41666666666667,S,2,7.79714551055804
Survived,female,Yes,28,Mrs,Second,UNK,UNK,26,6.5,S,3,9.6051191794686
Survived,female,Yes,19,Miss,Second,UNK,UNK,26,8.66666666666667,S,2,2.25504742702469
Perished,male,No,30,Mr,Third,UNK,UNK,7.75,2.58333333333333,Q,2,0.705532461870462
Survived,male,No,32,Mr,Third,E,port,8.05,2.68333333333333,S,2,2.92905334848911
Survived,male,No,28,Mr,First,C,port,26.55,8.85,S,2,1.99781446019188
Survived,female,Yes,35,Mrs,Third,UNK,UNK,16.1,4.025,S,3,8.72140296036378
Survived,female,Yes,42,Mrs,Second,UNK,UNK,26,6.5,S,3,2.17991141369566
Perished,male,No,17,Mr,Third,UNK,UNK,7.125,2.375,S,2,1.33180184056982
Perished,male,No,50,Mr,First,E,port,55.9,13.975,S,3,5.2147030015476
Survived,female,Yes,14,Miss,First,B,port,120,20,S,5,4.94914489332587
Perished,female,Yes,21,Miss,Third,UNK,UNK,34.375,4.91071428571429,S,6,7.36470656469464
Survived,female,Yes,24,Mrs,Second,UNK,UNK,18.75,2.34375,S,7,6.63969792192802
Perished,male,No,64,Mr,First,C,starboard,263,32.875,S,7,8.65383272990584
Perished,male,No,31,Mr,Second,UNK,UNK,10.5,3.5,S,2,4.25437841564417
Survived,female,Yes,45,Mrs,Second,UNK,UNK,26.25,5.25,S,4,9.89915573969483
Perished,male,No,20,Mr,Third,UNK,UNK,9.5,3.16666666666667,S,2,6.05775480624288
Perished,male,No,25,Mr,Third,UNK,UNK,7.775,1.94375,S,3,8.24723714031279
Survived,female,Yes,28,Mrs,Second,UNK,UNK,13,4.33333333333333,S,2,1.71800512354821
Survived,male,No,30,Mr,Third,UNK,UNK,8.1125,2.70416666666667,S,2,7.78193251229823
Survived,male,Yes,4,Master,First,A,port,81.8583,16.37166,S,4,0.46720921760425
Survived,female,Yes,13,Miss,Second,UNK,UNK,19.5,4.875,S,3,5.79721785150468
Survived,male,No,34,Mr,First,UNK,UNK,26.55,8.85,S,2,0.084679217543453
Survived,female,Yes,5,Miss,Third,UNK,UNK,19.2583,3.20971666666667,C,5,9.46631326340139
Survived,male,No,52,Noble,First,C,port,30.5,10.1666666666667,S,2,2.99008913338184
Perished,male,No,36,Mr,Second,UNK,UNK,27.75,4.625,S,5,1.57639830373228
Perished,male,No,30,Mr,Third,UNK,UNK,19.9667,4.991675,S,3,3.97801671177149
Perished,male,No,30,Mr,First,C,starboard,27.75,9.25,C,2,9.64005076093599
Survived,male,No,49,Mr,First,C,port,89.1042,22.27605,C,3,8.8925018440932
Perished,male,No,30,Mr,Third,UNK,UNK,8.05,2.68333333333333,S,2,3.67630718275905
Survived,male,No,29,Mr,Third,UNK,UNK,7.8958,2.63193333333333,C,2,6.37302155373618
Perished,male,No,65,Mr,First,E,port,26.55,8.85,S,2,7.60660671396181
Survived,female,Yes,35,Mrs,First,D,starboard,51.8625,12.965625,S,3,9.27313615567982
Survived,female,Yes,50,Miss,Second,UNK,UNK,10.5,3.5,S,2,1.941540511325
Perished,male,No,30,Mr,Third,UNK,UNK,7.75,2.58333333333333,Q,2,5.07349955150858
Survived,male,No,48,Mr,First,E,port,26.55,8.85,S,2,6.27088494366035
Perished,male,No,34,Mr,Third,UNK,UNK,8.05,2.68333333333333,S,2,5.76320660300553
Perished,male,No,47,Mr,First,E,starboard,38.5,12.8333333333333,S,2,4.407951857429
Perished,male,No,48,Mr,Second,UNK,UNK,13,4.33333333333333,S,2,3.23747027432546
Perished,male,No,30,Mr,Third,UNK,UNK,8.05,2.68333333333333,S,2,4.83027762267739
Perished,male,No,38,Mr,Third,UNK,UNK,7.05,2.35,S,2,8.9056698186323
Perished,male,No,30,Mr,Second,UNK,UNK,15.0229,5.00763333333333,S,2,5.37435177247971
Perished,male,No,56,Mr,First,UNK,UNK,26.55,8.85,S,2,5.4644837602973
Perished,male,No,30,Mr,Third,UNK,UNK,7.725,2.575,Q,2,3.13055054750293
Survived,female,Yes,0.75,Miss,Third,UNK,UNK,19.2583,3.20971666666667,C,5,5.46380573417991
Perished,male,No,30,Mr,Third,UNK,UNK,7.25,2.41666666666667,S,2,3.29296210082248
Perished,male,No,38,Mr,Third,UNK,UNK,8.6625,2.8875,S,2,2.21875495044515
Survived,female,Yes,33,Mrs,Second,UNK,UNK,27.75,4.625,S,5,5.21106189815328
Survived,female,Yes,23,Mrs,Second,D,UNK,13.7917,4.59723333333333,C,2,9.05935859307647
Perished,female,Yes,22,Miss,Third,UNK,UNK,9.8375,3.27916666666667,S,2,7.51432582968846
Perished,male,No,30,Mr,First,A,port,52,17.3333333333333,S,2,6.0609246394597
Perished,male,No,34,Mr,Second,UNK,UNK,21,5.25,S,3,8.3775742771104
Perished,male,No,29,Mr,Third,UNK,UNK,7.0458,1.76145,S,3,1.18649065028876
Perished,male,No,22,Mr,Third,UNK,UNK,7.5208,2.50693333333333,S,2,1.46156834904104
Survived,female,Yes,2,Miss,Third,UNK,UNK,12.2875,3.071875,S,3,8.71277495287359
Perished,male,Yes,9,Master,Third,UNK,UNK,46.9,4.69,S,9,6.75247739301994
Perished,male,No,30,Mr,Second,UNK,UNK,15.0229,5.00763333333333,S,2,1.30166114540771
Perished,male,No,50,Mr,Third,UNK,UNK,8.05,2.68333333333333,S,2,7.66009114915505
Survived,female,Yes,63,Mrs,Third,UNK,UNK,9.5875,3.19583333333333,S,2,5.99953998345882
Survived,male,No,25,Mr,First,B,starboard,91.0792,22.7698,C,3,6.94914632942528
Perished,female,Yes,21,Miss,Third,UNK,UNK,25.4667,3.6381,S,6,1.86473900219426
Survived,female,Yes,35,Mrs,First,C,starboard,90,22.5,S,3,3.23408138938248
Perished,male,No,58,Mr,First,B,starboard,29.7,9.9,C,2,6.83642191812396
Perished,male,No,30,Mr,Third,UNK,UNK,8.05,2.68333333333333,S,2,5.94146271236241
Survived,male,Yes,9,Master,Third,UNK,UNK,15.9,3.18,S,4,8.68796295486391
Perished,male,No,30,Mr,Third,UNK,UNK,19.9667,4.991675,S,3,8.62232975196093
Perished,male,No,21,Mr,Third,UNK,UNK,7.25,2.41666666666667,S,2,2.29405692545697
Perished,male,No,55,Mr,First,C,port,30.5,10.1666666666667,S,2,9.2133147479035
Perished,male,No,71,Mr,First,UNK,UNK,49.5042,16.5014,C,2,1.98033711640164
Perished,male,No,21,Mr,Third,UNK,UNK,8.05,2.68333333333333,S,2,9.9306692648679
Perished,male,No,30,Mr,Third,UNK,UNK,14.4583,4.81943333333333,C,2,0.568566259462386
Survived,female,Yes,54,Miss,First,D,port,78.2667,19.566675,C,3,5.54738718783483
Perished,male,No,30,Mr,Third,UNK,UNK,15.1,5.03333333333333,S,2,8.05264324648306
Perished,female,Yes,25,Mrs,First,C,port,151.55,25.2583333333333,S,5,1.50471976958215
Perished,male,No,24,Mr,Third,UNK,UNK,7.7958,2.5986,S,2,2.1863646293059
Perished,male,No,17,Mr,Third,UNK,UNK,8.6625,2.8875,S,2,8.72515119379386
Perished,female,Yes,21,Miss,Third,UNK,UNK,7.75,2.58333333333333,Q,2,8.41486746678129
Perished,female,Yes,21,Miss,Third,UNK,UNK,7.6292,2.54306666666667,Q,2,4.32831372367218
Perished,female,Yes,37,Miss,Third,UNK,UNK,9.5875,3.19583333333333,S,2,4.92723720148206
Survived,female,Yes,16,Miss,First,B,starboard,86.5,28.8333333333333,S,2,1.07582174707204
Perished,male,No,18,Mr,First,C,starboard,108.9,27.225,C,3,2.35984379658476
Survived,female,Yes,33,Mrs,Second,UNK,UNK,26,5.2,S,4,9.68773109372705
Survived,male,No,30,Mr,First,UNK,UNK,26.55,8.85,S,2,5.0600425619632
Perished,male,No,28,Mr,Third,UNK,UNK,22.525,7.50833333333333,S,2,6.89918242394924
Survived,male,No,26,Mr,Third,UNK,UNK,56.4958,18.8319333333333,S,2,6.64138018386438
Survived,male,No,29,Mr,Third,UNK,UNK,7.75,2.58333333333333,Q,2,1.20113953948021
Perished,male,No,30,Mr,Third,UNK,UNK,8.05,2.68333333333333,S,2,3.396903607063
Survived,male,No,36,Mr,First,E,starboard,26.2875,8.7625,S,2,4.73752676043659
Survived,female,Yes,54,Mrs,First,UNK,UNK,59.4,14.85,C,3,6.27766604768112
Perished,male,No,24,Mr,Third,UNK,UNK,7.4958,2.4986,S,2,7.05748258857056
Perished,male,No,47,Mr,First,D,port,34.0208,11.3402666666667,S,2,7.45853144675493
Survived,female,Yes,34,Mrs,Second,F,starboard,10.5,3.5,S,2,7.60045964038
Perished,male,No,30,Mr,Third,UNK,UNK,24.15,8.05,Q,2,5.26949544204399
Survived,female,Yes,36,Mrs,Second,UNK,UNK,26,6.5,S,3,6.69844277668744
Perished,male,No,32,Mr,Third,UNK,UNK,7.8958,2.63193333333333,S,2,0.941352597437799
Survived,female,Yes,30,Miss,First,B,starboard,93.5,31.1666666666667,S,2,7.69253117032349
Perished,male,No,22,Mr,Third,UNK,UNK,7.8958,2.63193333333333,S,2,8.49138494813815
Perished,male,No,30,Mr,Third,UNK,UNK,7.225,2.40833333333333,C,2,7.17080367496237
Survived,female,Yes,44,Mrs,First,B,port,57.9792,14.4948,C,3,7.23803933477029
Perished,male,No,30,Mr,Third,UNK,UNK,7.2292,2.40973333333333,C,2,9.25339376088232
Perished,male,No,40.5,Mr,Third,UNK,UNK,7.75,2.58333333333333,Q,2,8.83443399332464
Survived,female,Yes,50,Miss,Second,UNK,UNK,10.5,3.5,S,2,8.44653446692973
Perished,male,No,30,Mr,First,C,starboard,221.7792,73.9264,S,2,3.53137072175741
Perished,male,No,39,Mr,Third,UNK,UNK,7.925,2.64166666666667,S,2,3.49441329482943
Perished,male,No,23,Mr,Second,UNK,UNK,11.5,1.91666666666667,S,5,6.97291156975552
Survived,female,Yes,2,Miss,Second,UNK,UNK,26,5.2,S,4,0.950896665453911
Perished,male,No,30,Mr,Third,UNK,UNK,7.2292,2.40973333333333,C,2,4.94831600226462
Perished,male,No,17,Mr,Third,UNK,UNK,7.2292,1.44584,C,4,3.27968666795641
Survived,female,Yes,35,Mrs,Third,UNK,UNK,22.3583,4.47166,C,4,8.82886522449553
Perished,female,Yes,30,Miss,Third,UNK,UNK,8.6625,2.8875,S,2,7.51722067594528
Survived,female,Yes,7,Miss,Second,UNK,UNK,26.25,5.25,S,4,6.25293294899166
Perished,male,No,45,Noble,First,B,port,26.55,8.85,S,2,0.24126511067152
Survived,female,Yes,30,Miss,First,UNK,UNK,106.425,35.475,C,2,8.84311876259744
Perished,male,No,30,Mr,Third,UNK,UNK,14.5,4.83333333333333,S,2,0.413493344094604
Survived,female,Yes,22,Miss,First,B,starboard,49.5,9.9,C,4,6.08178415801376
Survived,female,Yes,36,Miss,First,B,port,71,14.2,S,4,9.34677720302716
Perished,female,Yes,9,Miss,Third,UNK,UNK,31.275,3.475,S,8,9.55232798587531
Perished,female,Yes,11,Miss,Third,UNK,UNK,31.275,3.475,S,8,7.80859602149576
Survived,male,No,32,Mr,Second,UNK,UNK,26,6.5,S,3,4.45251335389912
Perished,male,No,50,Mr,First,C,port,106.425,26.60625,C,3,8.08536300435662
Perished,male,No,64,Mr,First,UNK,UNK,26,8.66666666666667,S,2,1.09308821614832
Survived,female,Yes,19,Mrs,Second,UNK,UNK,26,6.5,S,3,7.57841002196074
Survived,male,No,30,Mr,Second,UNK,UNK,13.8625,4.62083333333333,C,2,4.97932937694713
Perished,male,No,33,Mr,Third,UNK,UNK,20.525,4.105,S,4,8.68807936320081
Survived,male,Yes,8,Master,Second,UNK,UNK,36.75,7.35,S,4,9.09399025142193
Survived,male,No,17,Mr,First,C,port,110.8833,22.17666,C,4,3.35809709737077
Perished,male,No,27,Mr,Second,UNK,UNK,26,8.66666666666667,S,2,3.45756520750001
Perished,male,No,30,Mr,Third,UNK,UNK,7.8292,2.60973333333333,Q,2,0.121245924383402
Survived,male,No,22,Mr,Third,UNK,UNK,7.225,2.40833333333333,C,2,1.68110950384289
Survived,female,Yes,22,Miss,Third,UNK,UNK,7.775,2.59166666666667,S,2,8.5993929230608
Perished,male,No,62,Mr,First,UNK,UNK,26.55,8.85,S,2,0.425512040965259
Survived,female,Yes,48,Noble,First,A,port,39.6,9.9,C,3,4.77975392481312
Perished,male,No,30,Mr,First,UNK,UNK,227.525,75.8416666666667,C,2,1.55706462217495
Survived,female,Yes,39,Mrs,First,E,starboard,79.65,15.93,S,4,9.57603302085772
Survived,female,Yes,36,Mrs,Third,UNK,UNK,17.4,4.35,S,3,1.72973593696952
Perished,male,No,30,Mr,Third,UNK,UNK,7.75,2.58333333333333,Q,2,0.732120599132031
Perished,male,No,40,Mr,Third,UNK,UNK,7.8958,2.63193333333333,S,2,2.34050453640521
Perished,male,No,28,Mr,Second,UNK,UNK,13.5,4.5,S,2,4.78376243729144
Perished,male,No,30,Mr,Third,UNK,UNK,8.05,2.68333333333333,S,2,0.619176120962948
Perished,female,Yes,21,Miss,Third,UNK,UNK,8.05,2.68333333333333,S,2,4.19980728067458
Perished,male,No,24,Mr,Third,UNK,UNK,24.15,4.83,S,4,5.57563243433833
Perished,male,No,19,Mr,Third,UNK,UNK,7.8958,2.63193333333333,S,2,1.21664603706449
Perished,female,Yes,29,Mrs,Third,UNK,UNK,21.075,3.01071428571429,S,6,4.33835678268224
Perished,male,No,30,Mr,Third,UNK,UNK,7.2292,2.40973333333333,C,2,1.61923493957147
Survived,male,No,32,Mr,Third,UNK,UNK,7.8542,2.61806666666667,S,2,1.26302349381149
Survived,male,No,62,Mr,Second,UNK,UNK,10.5,3.5,S,2,3.45253396080807
Survived,female,Yes,53,Mrs,First,C,starboard,51.4792,10.29584,S,4,4.39455972751603
Survived,male,No,36,Mr,First,E,starboard,26.3875,8.79583333333333,S,2,7.07450153073296
Survived,female,Yes,21,Miss,Third,UNK,UNK,7.75,2.58333333333333,Q,2,1.83310422580689
Perished,male,No,16,Mr,Third,UNK,UNK,8.05,2.68333333333333,S,2,6.82950509479269
Perished,male,No,19,Mr,Third,UNK,UNK,14.5,4.83333333333333,S,2,3.07236472610384
Survived,female,Yes,34,Miss,Second,UNK,UNK,13,4.33333333333333,S,2,7.08818640792742
Survived,female,Yes,39,Mrs,First,E,port,55.9,13.975,S,3,6.53903973288834
Perished,female,Yes,35,Mrs,Third,UNK,UNK,14.4583,3.614575,C,3,9.52980124391615
Survived,male,No,32,Mr,Third,UNK,UNK,7.925,2.64166666666667,S,2,2.39058207953349
Survived,female,Yes,25,Miss,Second,UNK,UNK,30,6,S,4,6.89713451080024
Survived,female,Yes,39,Mrs,First,C,port,110.8833,22.17666,C,4,5.89091575937346
Perished,male,No,54,Mr,Second,UNK,UNK,26,8.66666666666667,S,2,5.74710833840072
Perished,male,No,36,Mr,First,A,port,40.125,13.375,C,2,5.61947469133884
Perished,male,No,30,Mr,Third,UNK,UNK,8.7125,2.90416666666667,C,2,7.42972308536991
Survived,female,Yes,18,Miss,First,E,port,79.65,15.93,S,4,2.89638769580051
Perished,male,No,47,Mr,Second,UNK,UNK,15,5,S,2,9.95012323372066
Survived,male,No,60,Mr,First,B,starboard,79.2,15.84,C,4,0.043068325612694
